author_sort,authors,comments,cover,timestamp,#formats,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,#read,series,series_index,size,tags,title,title_sort,id,uuid
"Sanderson, Brandon",Brandon Sanderson,"Fresh from the success of The Way of Kings, Brandon Sanderson, best known for completing Robert Jordan’s Wheel of Time®, takes a break to return to the world of the bestselling Mistborn series.Three hundred years after the events of the Mistborn trilogy, Scadrial is now on the verge of modernity, with railroads to supplement the canals, electric lighting in the streets and the homes of the wealthy, and the first steel-framed skyscrapers racing for the clouds.Kelsier, Vin, Elend, Sazed, Spook, and the rest are now part of history—or religion. Yet even as science and technology are reaching new heights, the old magics of Allomancy and Feruchemy continue to play a role in this reborn world. Out in the frontier lands known as the Roughs, they are crucial tools for the brave men and women attempting to establish order and justice. One such is Waxillium Ladrian, a rare Twinborn, who can Push on metals with his Allomancy and use Feruchemy to become lighter or heavier at will.  After twenty years in the Roughs, Wax has been forced by family tragedy to return to the metropolis of Elendel. Now he must reluctantly put away his guns and assume the duties and dignity incumbent upon the head of a noble house. Or so he thinks, until he learns the hard way that the mansions and elegant tree-lined streets of the city can be even more dangerous than the dusty plains of the Roughs.",~./Dropbox/The Tome/Brandon Sanderson/The Alloy of Law (128)/cover.jpg,2021-06-05T12:48:45-04:00,AZW3,azw3,9.78143E+12,isbn:9781429994897,eng,The Tome,2011-11-07T19:00:00-05:00,Tor Books,4,FALSE,Mistborn Era Two,1,1252627,,The Alloy of Law,"Alloy of Law, The",128,27e019c6-3c0b-4b90-beb0-9f7e10bb826d
"Sloan, Robin",Robin Sloan,"*One of Amazon's 20 Best Books of 2017*Named one of the best books of 2017 by NPR, San Francisco Chronicle, Barnes & Noble, and Southern LivingIn his much-anticipated new novel, Robin Sloan does for the world of food what he did for the world of books in Mr. Penumbra’s 24-Hour BookstoreLois Clary is a software engineer at General Dexterity, a San Francisco robotics company with world-changing ambitions. She codes all day and collapses at night, her human contact limited to the two brothers who run the neighborhood hole-in-the-wall from which she orders dinner every evening. Then, disaster! Visa issues. The brothers close up shop, and fast. But they have one last delivery for Lois: their culture, the sourdough starter used to bake their bread. She must keep it alive, they tell her—feed it daily, play it music, and learn to bake with it. Lois is no baker, but she could use a roommate, even if it is a needy colony of microorganisms. Soon, not only is she eating her own homemade bread, she’s providing loaves daily to the General Dexterity cafeteria. The company chef urges her to take her product to the farmer’s market, and a whole new world opens up. When Lois comes before the jury that decides who sells what at Bay Area markets, she encounters a close-knit club with no appetite for new members. But then, an alternative emerges: a secret market that aims to fuse food and technology. But who are these people, exactly? Leavened by the same infectious intelligence that made Robin Sloan’s Mr. Penumbra’s 24-Hour Bookstore such a sensation, while taking on even more satisfying challenges, Sourdough marks the triumphant return of a unique and beloved young writer.
",~./Dropbox/The Tome/Robin Sloan/Sourdough_ A Novel (134)/cover.jpg,2021-06-05T12:49:08-04:00,AZW3,azw3,9.78037E+12,"isbn:9780374203108,google:6J8vDwAAQBAJ",eng,The Tome,2017-09-05T00:00:00-04:00,"Farrar, Straus and Giroux",,FALSE,,1,454549,,Sourdough: A Novel,Sourdough: A Novel,134,f6da7de5-7575-4313-ad1f-e24fa34a900e
"Hawkins, Scott",Scott Hawkins,"*A missing God.*  
 *A library with the secrets to the universe.*  
 *A woman too busy to notice her heart slipping away.*  
**  
Carolyn's not so different from the other people around her. She likes guacamole and cigarettes and steak. She knows how to use a phone. Clothes are a bit tricky, but everyone says nice things about her outfit with the Christmas sweater over the gold bicycle shorts. 
After all, she was a normal American herself once. 
That was a long time ago, of course. Before her parents died. Before she and the others were taken in by the man they called Father. 
In the years since then, Carolyn hasn't had a chance to get out much. Instead, she and her adopted siblings have been raised according to Father's ancient customs. They've studied the books in his Library and learned some of the secrets of his power. And sometimes, they've wondered if their cruel tutor might secretly be God. 
Now, Father is missing—perhaps even dead—and the Library that holds his secrets stands unguarded. And with it, control over all of creation. 
As Carolyn gathers the tools she needs for the battle to come, fierce competitors for this prize align against her, all of them with powers that far exceed her own. 
But Carolyn has accounted for this. 
And Carolyn has a plan. 
The only trouble is that in the war to make a new God, she's forgotten to protect the things that make her human. 
Populated by an unforgettable cast of characters and propelled by a plot that will shock you again and again, *The Library at Mount Char* is at once horrifying and hilarious, mind-blowingly alien and heartbreakingly human, sweepingly visionary and nail-bitingly thrilling—and signals the arrival of a major new voice in fantasy. **
",~./Dropbox/The Tome/Scott Hawkins/The Library at Mount Char_ A Novel (136)/cover.jpg,2021-06-05T12:49:08-04:00,AZW3,azw3,,mobi-asin:1b8d15ca-b126-459e-b442-77c606967ef1,eng,The Tome,2015-06-16T00:00:00-04:00,Crown,,FALSE,,1,1856831,,The Library at Mount Char: A Novel,"Library at Mount Char: A Novel, The",136,08050236-8708-4b5a-bc19-01184282a6f4
"Butcher, Jim",Jim Butcher,"<h3>From Publishers Weekly</h3> <p><em>Starred Review.</em> At the start of Butcher's superlative ninth Dresden Files novel (after 2006's <em>Proven Guilty</em>), hardboiled wizard detective Harry Dresden learns that someone is killing Chicago's minor wizards. Joined by his police friend, Sergeant Murphy, and his Amazonian apprentice, Molly Carpenter, Harry discovers that his brother, Thomas, is a prime suspect. As a Warden of the White Council, at war with both the Red Court of blood-drinking vampires and the White Court of psychic vampires, Harry has to go into action. And there's plenty of that, including a battle with ghouls on the lakefront that turns into a gripping flashback of another encounter with ghouls some years before in New Mexico. The large cast features such finely drawn characters as gangster Gentleman Johnnie Marcone and Harry's first love, Elaine Mallory. This installment is sure to get a lift from <em>The Dresden Files </em>TV series, which debuted on the Sci-Fi Channel in January. <em>Author tour. (Apr.)</em> <br /> Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.  </p>  <h3>From</h3> <p><em>Starred Review</em> This time, when Harry Dresden gets a call from Murphy, it's off the record, because she has been demoted, things in SI are politically shaky, and the police have already declared a suicide. Once Harry gets a good look, though, the suicide is clearly a murder with magical intent. As he investigates, hoping as always to stop the killer before more die, evidence points to the worst possible suspect: his half brother. In another complicated case, there are a lot of very powerful players, and with the war between the White Council and the Red Court vampires, politics are played hard and fast. In tracking down the killer, Harry manages to catch the attention of the White Court vampires again, too. On top of all that, he is still teaching strong-willed, occasionally impulsive teenager Molly Carpenter, and the teacher-student dynamic is difficult for him. And oh, yes, Lasciel, the demon trapped in a coin Harry has secured under his summoning circle, is a lingering presence. As usual in the Dresden Files, of which this is volume 9, Butcher puts the characters in a lot of danger, creates appalling moral choices for them, and spins an excellent noirish detective yarn in a well-crafted, supernaturally charged setting. The supporting cast is again fantastic, and Harry's wit continues to fly in the face of a peril-fraught plot. <em>Regina Schroeder</em><br /> <em>Copyright © American Library Association. All rights reserved</em> </p>",~./Dropbox/The Tome/Jim Butcher/White Night (140)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451461551,eng,The Tome,2008-02-05T03:00:00-05:00,Penguin,4,FALSE,The Dresden Files,9,632136,,White Night,White Night,140,f6b6b6f0-9741-4ad9-96e5-b7ea940f6e69
"Butcher, Jim",Jim Butcher,"<h3>From Publishers Weekly</h3> <p>The search for a traitor in the highest circles of power forms the main plot thread of Butcher's 11th hard-boiled fantasy novel featuring Chicago's wizard detective Harry Dresden (last seen in 2008's <em>Small Favor</em>). Harry, a warden of the magic-governing White Council, finds himself in an unusual position when Morgan, his fellow warden and frequent antagonist, asks for his help. One of the White Council's leaders has been murdered, and Morgan was found at the scene of the crime holding the murder weapon. If he has been framed, then another senior wizard is behind the killing and may be trying to destroy the council entirely. Aided by werewolf and vampire allies, Dresden investigates with his trademark sardonic noir flair. Despite the sprawling plot, both fans and newcomers will get into the fast-paced action. <em>(Apr.)</em> <br /> Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.  </p>  <h3>From School Library Journal</h3> <p>When fans of the immensely popular <em>Dresden Files</em> series last left the urban wizard in <em>Small Favor</em>, he was dealing with the aftermath of an adventure that might have left his best friend's life and family in danger. But Harry is back in fine form in his 11th outing, which begins with another, extremely unexpected White Council Warden begging for sanctuary at Harry's place and ends with several frightening revelations. Once again, Butcher's urban fantasy features excellent, irreverent humor, the return of favorite characters, and new challenges from unexpected foes. Harry's cop friend, the tiny but fierce Murphy, sticks by his side here, as do the werewolves Harry befriended in 2001's <em>Fool Moon</em>. Longtime readers will not be disappointed. Recommended for public libraries collecting the series; this is also a great book to plunge newbies into the dark, magical side of Chicago.—Stacey Rottiers, Warren Civic Ctr. Lib., MI <br /> Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.  </p>",~./Dropbox/The Tome/Jim Butcher/Turn Coat (141)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451462565,eng,The Tome,2009-04-07T03:00:00-04:00,Penguin,4,FALSE,The Dresden Files,11,1278377,,Turn Coat,Turn Coat,141,e149b7e8-81d2-4672-b89b-33dddeef979d
"Butcher, Jim",Jim Butcher,"EDITORIAL REVIEW: **Now available in hardcover-the fourth novel in the *New York Times* bestselling Dresden Files series.** Harry Dresden's faced some pretty terrifying foes during his career. Giant scorpions. Oversexed vampires. Psychotic werewolves. All par for the course for Chicago's only professional wizard. But in all Harry's years of supernatural sleuthing, he's never faced anything like this: the spirit world's gone completely postal. All over Chicago, ghosts are causing trouble-and not just of the door-slamming, boo-shouting variety. These ghosts are tormented, violent, and deadly. Someone-or something-is stirring them up to wreak unearthly havoc. But why? And why do so many of the victims have ties to Harry? If Harry doesn't figure it out soon, he could wind up a ghost himself.",~./Dropbox/The Tome/Jim Butcher/Summer Knight (142)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451462756,eng,The Tome,2009-07-06T03:00:00-04:00,Roc,,FALSE,The Dresden Files,4,511643,,Summer Knight,Summer Knight,142,de91c4cf-7d7b-4e65-a902-518c5153354c
"Butcher, Jim",Jim Butcher,"EDITORIAL REVIEW: **The first novel of the *New York Times* bestselling Dresden Files-now in a hardcover edition.** **As seen on the Sci Fi channel.** The novels of the *Dresden Files* have become synonymous with action-packed urban fantasy and non-stop fun. *Storm Front* is Jim Butcher's first novel and introduces his most famous and popular character-Harry Dresden, wizard for hire. For his first case, Harry is called in to consult on a grisly double murder committed with the blackest of magic. At first, the less-than-solvent Harry's eyes light up with dollar signs. But where there's black magic, there's a black mage. Now, that black mage knows Harry's name. And things are about to get very...interesting.",~./Dropbox/The Tome/Jim Butcher/Storm Front (143)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451461971,eng,The Tome,2007-11-05T03:00:00-05:00,Roc,,TRUE,The Dresden Files,1,387764,,Storm Front,Storm Front,143,37df67ec-586d-464d-9f64-102d87ccc5ab
"Butcher, Jim",Jim Butcher,"<h3>From Publishers Weekly</h3> <p>Intricate yet accessible plotting and near-Arctic winter weather mark the 10th Harry Dresden adventure from bestseller Butcher (after 2007's <em>White Night</em>). A friendly snowball fight opens the Chicago-based wizard-detective's latest tale, but it's not long before a host of more dangerous foes are out for Harry's blood. A missing human mobster is said to be seeking greater influence among Chicago's extranormal population, but the true threat proves both more subtle and of much greater consequence. Butcher smoothly manages a sizable cast of allies and adversaries, doles out needed backstory with crisp efficiency and sustains just the right balance of hair's-breadth tension and comic relief. Encounters with a series of increasingly dangerous Billy Goats Gruff unfold with particular cleverness, and key developments involving Sgt. Karrin Murphy, Harry's reluctant police liaison, will intrigue seasoned fans as well as newcomers attracted by last year's TV adaptation of the series. <em>(Apr.)</em> <br /> Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.  </p>  <h3>From</h3> <p>Investigating a questionable crime scene, Harry Dresden realizes something much nastier than simple arson is involved. Then the Winter Queen Mab shows up, requesting one of the two favors he still owes her. Soon Harry is embroiled in Fae maneuvering and fighting an even nastier enemy, all because Mab maneuvered him into helping crime boss Marcone. Fortunately, Harry has amazing friends, including some characters he hasn’t gotten along with in the past. Packed with the epic battling characteristic of the Dresden Files, promising something fascinating for the next volume, this is another fine combination of mystery and fantasy, seasoned by Harry’s appalling sense of humor. --Regina Schroeder  </p>",~./Dropbox/The Tome/Jim Butcher/Small Favor (144)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451462008,eng,The Tome,2009-03-03T03:00:00-05:00,Penguin,4,FALSE,The Dresden Files,10,651053,,Small Favor,Small Favor,144,5b3a4a88-9ea5-405e-bb2e-86605c6ade54
"Butcher, Jim",Jim Butcher,"Harry Dresden, Chicago's only professional wizard, is about to have a very bad day…
  

Because as Winter Knight to the Queen of Air and Darkness, Harry never knows what the scheming Mab might want him to do. Usually, it’s something awful.
. 
He doesn’t know the half of it…
  

Mab has just traded Harry’s skills to pay off one of her debts. And now he must help a group of supernatural villains—led by one of Harry’s most dreaded and despised enemies, Nicodemus Archleone—to break into the highest-security vault in town, so that they can then access the highest-security vault in the Nevernever. 
  

It's a smash and grab job to recover the literal Holy Grail from the vaults of the greatest treasure hoard in the supernatural world—which belongs to the one and only Hades, Lord of the freaking Underworld and generally unpleasant character. Worse, Dresden suspects that there is another game afoot that no one is talking about. And he's dead certain that Nicodemus has no intention of allowing any of his crew to survive the experience. Especially Harry.
  

Dresden's always been tricky, but he's going to have to up his backstabbing game to survive this mess—assuming his own allies don’t end up killing him before his enemies get the chance…
",~./Dropbox/The Tome/Jim Butcher/Skin Game (145)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,,mobi-asin:B00HUVUSZ4,eng,The Tome,2014-05-27T00:00:00-04:00,Penguin Group US,,FALSE,The Dresden Files,15,880847,,Skin Game,Skin Game,145,031c1a9d-6b7e-4332-b616-8a0bc7ce827c
"Butcher, Jim",Jim Butcher,"<h3>From Publishers Weekly</h3> <p>Harry Dresden, Chicago's only consulting wizard, takes on phobophages, creatures that feed on fear who attack a horror film convention, in the diverting eighth installment of Butcher's increasingly complicated Dresden Files series (_Dead Beat_, etc.). Harry finds that fighting monsters is only the prelude to maneuvers amid the warring wizards of the White Council and the vampire Red Court. Less and less V.I. Warshawski with witchcraft, Harry aims his deductive powers at political intrigues rather than crime solving. The body count from the magical melees, however, would do any hard-boiled gumshoe proud. Butcher's believable, likable set of characters go for the jocular much more than the jugular. Deeper fears do run through the book, and Harry, taking on an apprentice, has to face up to the consequences of his all-too-human failings. Look for the series to really take off with the debut of a two-hour pilot on the Sci-Fi Channel this summer produced by Nicholas Cage. <em>(May)</em> <br /> Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.  </p>  <h3>From</h3> <p>The second Dresden Files hardcover finds Chicago wizard Harry Dresden assigned an unpleasant task by the White Council of Wizards. He has to find out where the Winter Fairy Court stands in the White Council's war against the vampires. To make matters worse, he has gotten a missive from a powerful wizard claiming someone is using black magic in Chicago. It doesn't take long for Harry to pinpoint the source of the problem. Molly, the daughter of a close friend, comes to him for help after her boyfriend is accused of attacking an elderly theater owner at a horror-movie convention. When another attack occurs and Harry sees the dangerous type of magic used, he knows he is dealing with a very serious threat indeed. Butcher is in fine form here, and with the Sci Fi channel in the process of turning the first Dresden Files novel, <em>Storm Front</em> (2000), into a TV movie, expect the series' audience to grow. <em>Kristine Huntley</em><br /> <em>Copyright © American Library Association. All rights reserved</em> </p>",~./Dropbox/The Tome/Jim Butcher/Proven Guilty (146)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451461032,eng,The Tome,2007-02-06T03:00:00-05:00,Penguin,4,FALSE,The Dresden Files,8,715434,,Proven Guilty,Proven Guilty,146,e48bf140-7e8a-4a96-913e-173a3e9ba007
"Butcher, Jim",Jim Butcher,"**HARRY DRESDEN IS BACK AND READY FOR ACTION, in the new entry in the #1** New York Times **bestselling Dresden Files.** When the Supernatural nations of the world meet up to negotiate an end to ongoing hostilities, Harry Dresden, Chicago's only professional wizard, joins the White Council's security team to make sure the talks stay civil. But can he succeed, when dark political manipulations threaten the very existence of Chicago - and all he holds dear? **
",~./Dropbox/The Tome/Jim Butcher/Peace Talks (147)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78075E+12,"amazon:B07SZLRHMT,google:SIbEDwAAQBAJ,mobi-asin:B07SZLRHMT,isbn:9780748130832",eng,The Tome,2020-07-13T10:00:00-04:00,Orbit,,FALSE,The Dresden Files,16,559107,,Peace Talks,Peace Talks,147,70bc2909-2ec4-4b0a-99df-819bb32d2116
"Butcher, Jim",Jim Butcher,"EDITORIAL REVIEW: **Now in hardcover from the *New York Times* bestselling author of *The Dresden Files*.** Harry Dresden’s faced some pretty terrifying foes during his career. Giant scorpions. Oversexed vampires. Psychotic werewolves. All par for the course for Chicago’s only professional wizard. But in all of Harry’s years of supernatural sleuthing, he’s never faced anything like this: the spirit world’s gone postal. All over Chicago, ghosts are causing trouble—and not just of the door-slamming, ‘boo’- shouting variety. These ghosts are tormented, violent, and deadly. Someone—or something—is stirring them up to wreak unearthly havoc. But why? And why do so many of the victims have ties to Harry? If Harry doesn’t figure it out soon, he could wind up a ghost himself.",~./Dropbox/The Tome/Jim Butcher/Grave Peril (156)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,9.78045E+12,isbn:9780451462343,eng,The Tome,2008-11-03T03:00:00-05:00,Penguin Group,,FALSE,The Dresden Files,3,541329,,Grave Peril,Grave Peril,156,50a734de-d3e5-4a16-b521-cd62e02c9adf
"McClellan, Brian",Brian McClellan,"<br><p>The country is in turmoil. With the capital city occupied, half a million refugees are on the march, looking for safety on the frontier, accompanied by Lady Flint's soldiers. But escaping war is never easy, and soon the battle may find them, whether they are prepared or not. <p><br><p>Back in the capital, Michel Bravis smuggles even more refugees out of the city. But internal forces are working against him. With enemies on all sides, Michael may be forced to find help with the very occupiers he's trying to undermine. <p><br><p>Meanwhile, Ben Styke is building his own army. He and his mad lancers are gathering every able body they can find and searching for an ancient artifact that may have the power to turn the tides of war in their favor. But what they find may not be what they're looking for.<p><br><p><b>Continue the pistol-packing fantasy series by the author whose debut novel Brandon Sanderson called ""just plain awesome!""</b><p><b><br></b><p><b>Gods of Blood and...",~./Dropbox/The Tome/Brian McClellan/Wrath of Empire (163)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,,,eng,The Tome,2018-03-05T19:00:00-05:00,Orbit,,FALSE,Gods of Blood and Powder,2,7420930,,Wrath of Empire,Wrath of Empire,163,d3b19ab5-f1f5-478a-b999-30894fadbb2e
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/The Siege of Tilpur (164)/cover.jpg,2021-06-05T12:49:09-04:00,AZW3,azw3,,,eng,The Tome,2017-11-05T01:20:05-04:00,,,TRUE,A Powder Mage Novella,1,604647,,The Siege of Tilpur,"Siege of Tilpur, The",164,efa1b43b-ca12-4010-b10b-3fad05a30261
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/The Mad Lancers (165)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,,,eng,The Tome,0100-12-31T19:00:00-05:00,,5,TRUE,A Powder Mage Novella,6,483165,,The Mad Lancers,"Mad Lancers, The",165,7d9b96d5-72b6-4005-946f-99f252685cb2
"Perrow, Charles",Charles Perrow,"<p><i>Normal Accidents</i> analyzes the social side of technological risk. Charles Perrow argues that the conventional engineering approach to ensuring safety&#8212;building in more warnings and safeguards&#8212;fails because systems complexity makes failures inevitable. He asserts that typical precautions, by adding to complexity, may help create new categories of accidents. (At Chernobyl, tests of a new safety system helped produce the meltdown and subsequent fire.) By recognizing two dimensions of risk&#8212;complex versus linear interactions, and tight versus loose coupling&#8212;this book provides a powerful framework for analyzing risks and the organizations that insist we run them.<p>The first edition fulfilled one reviewer's prediction that it ""may mark the beginning of accident research."" In the new afterword to this edition Perrow reviews the extensive work on the major accidents of the last fifteen years, including Bhopal, Chernobyl, and the Challenger disaster. The new...",~./Dropbox/The Tome/Charles Perrow/Normal Accidents (167)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,9.7814E+12,isbn:9781400828494,eng,The Tome,2013-06-15T00:00:00-04:00,Princeton University Press,,FALSE,,1,4002101,,Normal Accidents,Normal Accidents,167,145bbdf2-27d5-4b08-a905-58bcda8816fe
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/Servant of the Crown (169)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,,,eng,The Tome,2014-06-16T00:00:00-04:00,Brian McClellan,,TRUE,A Powder Mage Novella,3,360493,,Servant of the Crown,Servant of the Crown,169,020bc93d-1c4d-4bbe-b244-a8296f7189c7
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/Murder at the Kinnen Hotel (171)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,,,eng,The Tome,2016-03-13T00:00:00-05:00,Brian McClellan,,TRUE,A Powder Mage Novella,4,329967,,Murder at the Kinnen Hotel,Murder at the Kinnen Hotel,171,9aff192c-2cab-4fdd-8d30-74fe4a7f710d
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/In the Field Marshal's Shadow (172)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,,,eng,The Tome,2015-11-11T00:00:00-05:00,Brian McClellan,,TRUE,A Powder Mage Novella,5,436823,,In the Field Marshal's Shadow,In the Field Marshal's Shadow,172,7a8e8ead-1558-465e-a6c1-1129f76c28ad
"McClellan, Brian",Brian McClellan,,~./Dropbox/The Tome/Brian McClellan/Ghosts of the Tristan Basin (173)/cover.jpg,2021-06-05T12:49:10-04:00,AZW3,azw3,,,eng,The Tome,2016-03-13T00:00:00-05:00,Brian McClellan,,TRUE,A Powder Mage Novella,7,653779,,Ghosts of the Tristan Basin,Ghosts of the Tristan Basin,173,fbcfd2d5-5691-4356-ac29-d793c7dea3ec
"Sanderson, Brandon",Brandon Sanderson,"EDITORIAL REVIEW:  Who is the Hero of Ages?  To end the Final Empire and restore freedom, Vin killed the Lord Ruler. But as a result, the Deepness---the lethal form of the ubiquitous mists---is back, along with increasingly heavy ashfalls and ever more powerful earthquakes. Humanity appears to be doomed.  Having escaped death at the climax of *The Well of Ascension* only by becoming a Mistborn himself, Emperor Elend Venture hopes to find clues left behind by the Lord Ruler that will allow him to save the world. Vin is consumed with guilt at having been tricked into releasing the mystic force known as Ruin from the Well. Ruin wants to end the world, and its near omniscience and ability to warp reality make stopping it seem impossible. She can’t even discuss it with Elend lest Ruin learn their plans!  The conclusion of the Mistborn trilogy fulfills all the promise of the first two books. Revelations abound, connections rooted in early chapters of the series click into place, and surprises, as satisfying as they are stunning, blossom like fireworks to dazzle and delight. It all leads up to a finale unmatched for originality and audacity that will leave readers rubbing their eyes in wonder, as if awaking from an amazing dream.",~./Dropbox/The Tome/Brandon Sanderson/The Hero of Ages (179)/cover.jpg,2021-06-05T12:49:11-04:00,AZW3,azw3,9.78077E+12,isbn:9780765356147,eng,The Tome,2009-12-02T00:00:00-05:00,Tor Fantasy,4,FALSE,Mistborn Era One,3,1406940,,The Hero of Ages,"Hero of Ages, The",179,fa88010e-7584-49be-9d67-66261e57662e
"Sanderson, Brandon",Brandon Sanderson,"<p>The #1 <i>New York Times</i> bestselling author returns to the world of <i>Mistborn </i>with his first novel in the series since <i>The Alloy of Law</i>.</p><p>With <i>The Alloy of Law</i>, Brandon Sanderson surprised readers with a <i>New York Times </i>bestselling spinoff of his Mistborn books, set after the action of the trilogy, in a period corresponding to late 19th-century America.</p><p>The trilogy's heroes are now figures of myth and legend, even objects of religious veneration. They are succeeded by wonderful new characters, chief among them Waxillium Ladrian, known as Wax, hereditary Lord of House Ladrian but also, until recently, a lawman in the ungoverned frontier region known as the Roughs. There he worked with his eccentric but effective buddy, Wayne. They are ""twinborn,"" meaning they are able to use both Allomantic and Feruchemical magic.</p><p><i>Shadows of Self</i> shows Mistborn's society evolving as technology and magic mix, the economy grows, democracy...",~./Dropbox/The Tome/Brandon Sanderson/Shadows of Self (182)/cover.jpg,2021-06-05T12:49:12-04:00,AZW3,azw3,9.78147E+12,"isbn:9781466862661,mobi-asin:360285b0-ed22-49e2-8e6d-ee557e5c4f10",eng,The Tome,0100-12-31T19:00:00-05:00,Tom Doherty Associates,,FALSE,Mistborn Era Two,2,2364953,,Shadows of Self,Shadows of Self,182,62a76175-58c0-401b-b117-abde5003b608
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Nemesis Games (189)/cover.jpg,2021-06-05T12:54:44-04:00,AZW3,azw3,,,eng,The Tome,2015-05-31T19:00:00-04:00,Orbit,,FALSE,The Expanse,5,2848246,,Nemesis Games,Nemesis Games,189,2ba97bc8-5a86-4378-875f-f024231fd6d8
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Abaddon's Gate (190)/cover.jpg,2021-06-05T12:54:51-04:00,AZW3,azw3,,mobi-asin:16163e18-34ec-4e07-9c18-a1064711f4d2,eng,The Tome,2013-06-03T19:00:00-04:00,Hachette Digital,,FALSE,The Expanse,3,1538457,,Abaddon’s Gate,Abaddon’s Gate,190,6c871821-fb06-4c10-8afa-e33472d685a8
"Corey, James S. A.",James S. A. Corey,"Auberon is one of the first and most important colony worlds in humanity’s reach, and the new conquering faction has come to claim it. Governor Rittenaur has come to bring civilization and order to the far outpost and guarantee the wealth and power of the Empire. But Auberon already has its own history, a complex culture, and a criminal kingpin named Erich with very different plans. In a world of deceit, violence, and corruption, the greatest danger Rittenaur faces is love.",~./Dropbox/The Tome/James S. A. Corey/Auberon (191)/cover.jpg,2021-06-05T12:54:55-04:00,AZW3,azw3,,"epl:55682,revision:1.0",eng,The Tome,2019-11-01T00:00:00-04:00,ePubLibre,,FALSE,The Expanse,7.5,1879031,,Auberon,Auberon,191,6077ab1b-aecf-4cf8-9f63-085f18a8400a
"Corey, James S. A.",James S. A. Corey,"<b>The sixth novel in James S.A. Corey's <i>New York Times</i> bestselling Expanse series&#8212;now a major television series from Syfy!</b> <br><p><br><p>A revolution brewing for generations has begun in fire. It will end in blood.<p><br><p> <p>The Free Navy - a violent group of Belters in black-market military ships - has crippled the Earth and begun a campaign of piracy and violence among the outer planets. The colony ships heading for the thousand new worlds on the far side of the alien ring gates are easy prey, and no single navy remains strong enough to protect them.<p><br><p> <p>James Holden and his crew know the strengths and weaknesses of this new force better than anyone. Outnumbered and outgunned, the embattled remnants of the old political powers call on the <i>Rocinante</i> for a desperate mission to reach Medina Station at the heart of the gate network. <p><br><p> <p>But the new alliances are as flawed as the old, and the struggle for power has only just begun. As...",~./Dropbox/The Tome/James S. A. Corey/Babylon's Ashes (192)/cover.jpg,2021-06-05T12:55:05-04:00,AZW3,azw3,,,eng,The Tome,2016-12-05T19:00:00-05:00,Orbit,,FALSE,The Expanse,6,2970141,,Babylon's Ashes,Babylon's Ashes,192,7974c05b-4860-45c0-9daa-00ce1e0bd9aa
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Caliban's War (193)/cover.jpg,2021-06-05T12:55:10-04:00,AZW3,azw3,9.78075E+12,isbn:9780748122974,eng,The Tome,2012-06-06T18:00:00-04:00,Hachette Littlehampton,,TRUE,The Expanse,2,926312,,Caliban's War,Caliban's War,193,f9883de4-5acc-4f1c-a853-b727950a249d
"Corey, James S. A.",James S. A. Corey,,~./Dropbox/The Tome/James S. A. Corey/Cibola Burn (194)/cover.jpg,2021-06-05T12:55:16-04:00,AZW3,azw3,9.78036E+12,"mobi-asin:B00GFHFZY8,isbn:9780356504186",eng,The Tome,2014-06-05T00:00:00-04:00,"Little, Brown Book Group",,FALSE,The Expanse,4,2563511,,Cibola Burn,Cibola Burn,194,11154f92-4db2-48e2-861c-ea811405f6f4
